Id,SalePrice
1461,122070.05943321149
1462,164081.17349824723
1463,179626.93648332052
1464,196433.0222351793
1465,192524.34393732512
1466,170449.2504308418
1467,177715.3514610667
1468,165192.8217224432
1469,184629.40551123003
1470,122237.2607030217
1471,194611.88002710455
1472,102979.13890638045
1473,103324.40751610449
1474,144783.66172088406
1475,111955.65563317024
1476,341596.78030462697
1477,245902.2615418233
1478,278778.60741033463
1479,279505.77136680123
1480,440394.4369075243
1481,317377.1816221661
1482,209738.04103016108
1483,177177.06794250512
1484,164841.70970325876
1485,187329.96344616445
1486,195747.1145278645
1487,313504.67962523643
1488,228364.27866448386
1489,197558.02209074228
1490,233318.29598896968
1491,193549.8848489225
1492,93637.57122733248
1493,183382.00373322208
1494,286478.4193611714
1495,285929.8248479228
1496,227025.41456381534
1497,183661.4798874981
1498,167689.51082857058
1499,164160.59391762374
1500,159993.07371848737
1501,177317.41317138963
1502,150645.4255093087
1503,283467.5442144234
1504,241203.79965682782
1505,222483.95431468327
1506,185780.2836109844
1507,249453.57724796823
1508,198194.08432076473
1509,160856.104033618
1510,147830.02007016048
1511,150418.18068632574
1512,173544.41714660721
1513,145430.57056728395
1514,159550.6996548354
1515,186433.88013056343
1516,154365.39380292816
1517,165092.79141141704
1518,129323.02260427165
1519,217419.59507787554
1520,131711.194856673
1521,132682.8052648222
1522,169348.99827342722
1523,111474.49419817711
1524,121769.2446360627
1525,121802.2505698118
1526,118583.86742206886
1527,106234.17074117233
1528,137759.07272090408
1529,151574.16464583375
1530,181200.53569726733
1531,110734.10913500946
1532,99671.27973161075
1533,150303.70137159448
1534,118132.68905309154
1535,156168.91427982633
1536,111203.12592448638
1537,69669.93903379336
1538,162986.5501818933
1539,195152.31864130456
1540,97466.62125042731
1541,137654.09543193105
1542,138925.98629421584
1543,196748.2696598298
1544,85270.0212188716
1545,119501.65541495063
1546,129920.92927396703
1547,134408.78245055486
1548,137512.1008592296
1549,116455.42824536681
1550,135724.21221716952
1551,110066.22787124287
1552,138188.15599277924
1553,152867.5091653686
1554,113939.35655194851
1555,160727.4615380215
1556,83711.29155846179
1557,112484.75793134878
1558,96962.71572861797
1559,93202.39759737413
1560,138359.09216910455
1561,132398.0106198029
1562,130614.38578998177
1563,122092.05444858357
1564,160614.18998807835
1565,149400.23429120975
1566,228647.82195433674
1567,78271.32731060944
1568,230828.05980670892
1569,129835.26155863582
1570,133351.93011724792
1571,114089.27264385716
1572,141939.49290164193
1573,237529.78571485897
1574,124420.35986239224
1575,227734.6783028096
1576,249298.4740452485
1577,184615.2688794322
1578,139963.434155996
1579,146343.3901562884
1580,190708.9618793133
1581,158202.4864311269
1582,124189.1475412448
1583,309446.8986285619
1584,222216.75706929638
1585,141244.75688226792
1586,70051.17867905169
1587,98568.81103241949
1588,148375.0441161665
1589,101208.77412245561
1590,133133.89752091753
1591,96044.22439822125
1592,114666.41657313559
1593,119780.98592574576
1594,124501.7316333718
1595,114937.91116315809
1596,229932.15887966444
1597,191592.40586553284
1598,216700.53161972255
1599,167327.91138610698
1600,161184.05191331354
1601,72098.53546488819
1602,112774.4553148396
1603,87229.23520580454
1604,274636.5689811345
1605,247144.87829303523
1606,170751.2281914401
1607,173327.15040304535
1608,212602.46571213688
1609,181612.01154251472
1610,150414.17117530826
1611,139523.50269739586
1612,169062.0521730394
1613,163959.51124165952
1614,129159.97098479625
1615,99757.68056681665
1616,88758.50417553198
1617,102919.9740719915
1618,125145.63042986083
1619,140841.84522883108
1620,163469.02513732295
1621,139637.76270221674
1622,144680.5747293208
1623,271247.8579183876
1624,223618.02325077483
1625,113895.89346571694
1626,166310.7398548389
1627,189962.53812812042
1628,273505.3846759972
1629,176332.52195971602
1630,346429.8775470382
1631,219513.76143264427
1632,249709.88358216337
1633,170956.94668642548
1634,186580.53658236118
1635,178799.03253368585
1636,151469.87270569973
1637,203523.7737764725
1638,199689.82705640976
1639,179735.55370609814
1640,253593.23059764857
1641,177254.0027236119
1642,236497.7305697157
1643,225408.14715617057
1644,228630.35750421797
1645,202027.7614737227
1646,159870.42241157684
1647,152969.66239363787
1648,129654.09546184825
1649,140913.7266198454
1650,115817.63118622717
1651,121511.51507249725
1652,105770.02792967735
1653,108659.28137892365
1654,140691.0793273292
1655,136299.27097250195
1656,139296.9185084921
1657,144887.42435495392
1658,141426.4181940723
1659,117624.3114979006
1660,155466.09380358885
1661,417010.1781525311
1662,402136.83496436593
1663,376613.44685530936
1664,437958.7103961849
1665,292225.2443447076
1666,313900.7028995803
1667,380200.35256699024
1668,327643.1340847691
1669,288428.3664915659
1670,328298.87563114363
1671,270752.39066491346
1672,402998.03317786666
1673,297956.05874340376
1674,243583.92782521792
1675,199811.41452693526
1676,200473.85211047565
1677,223827.9530575431
1678,440212.01167987194
1679,366458.11821428465
1680,336545.8169283204
1681,235040.83599166662
1682,304486.0376416401
1683,183436.99172593505
1684,178682.71306079664
1685,174086.81921465677
1686,168500.65690567615
1687,171070.36875874407
1688,189135.65950415947
1689,195345.75648151114
1690,196259.5595023573
1691,186505.34660900157
1692,260239.07508700743
1693,170353.02954198822
1694,183041.41588663647
1695,162282.9450975494
1696,278565.9791145354
1697,167971.129984479
1698,334143.7657473107
1699,300019.1599667948
1700,249977.5759223647
1701,264485.8542058537
1702,250624.0829604914
1703,246373.11307099418
1704,282609.05974348204
1705,228234.49543010563
1706,394784.2401468871
1707,208463.94932978053
1708,202294.74846400952
1709,259479.27279151147
1710,218499.611799737
1711,265562.1953971237
1712,259283.08065076312
1713,270681.01907044335
1714,221809.87861690336
1715,204519.6415205232
1716,182845.2934237493
1717,175015.28997918672
1718,140225.08130001585
1719,204116.24362920044
1720,232218.81299830702
1721,163686.5967445656
1722,126333.84154765533
1723,155053.09952707044
1724,207029.40712703814
1725,238685.54872774266
1726,191556.7672899143
1727,159114.66420804645
1728,173645.08078172832
1729,164191.36559940333
1730,150356.24791125942
1731,123175.83684114434
1732,130640.82841886749
1733,113528.02793374343
1734,121435.08406792062
1735,125652.4067709606
1736,113711.4547602428
1737,317539.3085194357
1738,236304.2971815123
1739,239882.00015667197
1740,217773.00467878018
1741,193585.77863744722
1742,175853.3315181179
1743,174277.9727327497
1744,325509.567283403
1745,221409.9110299712
1746,183630.07080454344
1747,222305.62046369383
1748,225574.47352075647
1749,150620.24419010303
1750,131343.72891810903
1751,246078.0350773131
1752,120529.5587410614
1753,144616.6830058742
1754,196581.7767725786
1755,169299.23611993826
1756,131626.006763223
1757,118326.35331541522
1758,141671.07765267426
1759,158443.89498657582
1760,167511.9256449089
1761,150915.07754968537
1762,179057.4525849166
1763,175913.39646050506
1764,115387.32226734943
1765,161272.64130035968
1766,185449.62907346347
1767,230459.42625962564
1768,141862.6375448423
1769,168583.86093819726
1770,151175.74478871984
1771,132115.56280604537
1772,139767.47969284042
1773,130959.71502258239
1774,140080.28650926545
1775,136292.07089931564
1776,124221.33135428527
1777,107958.08754924707
1778,138415.7988473042
1779,115254.23848082554
1780,168362.5783304039
1781,128986.01256436433
1782,90150.04991919003
1783,144790.8419333606
1784,105839.93276904861
1785,118778.82618336886
1786,141040.6164623406
1787,164476.365263076
1788,65910.73005410362
1789,100094.73269056076
1790,84346.89346155115
1791,187363.38938875572
1792,155232.17768677603
1793,126357.1480263836
1794,147855.45150976127
1795,133224.32858193215
1796,115810.76579763104
1797,117837.47868728798
1798,123109.587456287
1799,111025.54789696826
1800,133260.0310470012
1801,132737.29752762045
1802,128700.76587887749
1803,145778.81054897068
1804,143732.90637137668
1805,135060.66104214962
1806,121919.60021091223
1807,133031.42249594908
1808,118915.87940971501
1809,120987.20422359074
1810,136425.32869018952
1811,91993.61836721719
1812,101751.1284969159
1813,123458.60177714768
1814,93072.78036780632
1815,59977.74265125544
1816,97234.85082680632
1817,113307.1509272104
1818,151676.62571104892
1819,124000.43752950613
1820,69572.09806796715
1821,104314.97733297048
1822,148598.36986415312
1823,61031.48754623379
1824,134000.73355966492
1825,131710.77511084633
1826,105994.21155878161
1827,105391.08910212027
1828,130799.0248276074
1829,121059.66825579613
1830,144882.93532246695
1831,142400.60844837385
1832,85440.55801521201
1833,134918.28504292527
1834,116828.45156151707
1835,127957.43738676576
1836,125632.48811276192
1837,91866.88429595134
1838,132220.4579160715
1839,91607.11351822193
1840,146554.12048634444
1841,142301.03210544234
1842,88412.9084221958
1843,136306.87533742623
1844,135953.22748352948
1845,143499.4061370829
1846,153873.2143449347
1847,156978.47793332007
1848,56434.74861858524
1849,102024.69461052901
1850,114990.60355627886
1851,153591.83334985602
1852,119765.72256020704
1853,133153.9389292438
1854,168503.01247667763
1855,147744.7371140649
1856,232329.9871054364
1857,138559.53777198447
1858,134051.6120240567
1859,117748.52100189342
1860,146468.1158656995
1861,117271.34574969325
1862,288211.09763761377
1863,275087.4136545546
1864,275164.0631149044
1865,327018.53387376625
1866,321138.081595454
1867,229413.23638943036
1868,297351.66915142274
1869,206094.73116226436
1870,222803.88023518547
1871,236608.62964109523
1872,172826.87369902545
1873,247711.6742745712
1874,143725.7087920452
1875,198718.48195174383
1876,195304.8044886042
1877,211571.1683746693
1878,201842.67530621728
1879,129590.51560888796
1880,131662.7577348326
1881,245014.47318472416
1882,248225.52246877592
1883,187745.6185564055
1884,210234.18044412052
1885,238036.25344984577
1886,284724.06704709417
1887,210296.88312188082
1888,261514.61080053227
1889,169817.18761539715
1890,124254.25610070425
1891,130106.5291269181
